MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
 RJ-ITAPERUNA,3207,330220, RJ,ITAPERUNA,ITAPERUNA,-62.1688572,-12.607055
 RJ-ITATIAIA,3208,330225, RJ,ITATIAIA,ITATIAIA,-62.1688572,-12.607055
 RJ-JAPERI,3209,330227, RJ,JAPERI,JAPERI,-62.1688572,-12.607055
 RJ-LAJE DO MURIAÉ,3210,330230, RJ,LAJE DO MURIAÉ,LAJE DO MURIAÉ,-62.1688572,-12.607055
 RJ-MACAÉ,3211,330240, RJ,MACAÉ,MACAÉ,-62.1688572,-12.607055
 RJ-MACUCO,3212,330245, RJ,MACUCO,MACUCO,-62.1688572,-12.607055
 RJ-MAGÉ,3213,330250, RJ,MAGÉ,MAGÉ,-62.1688572,-12.607055
 RJ-MANGARATIBA,3214,330260, RJ,MANGARATIBA,MANGARATIBA,-62.1688572,-12.607055
 RJ-MARICÁ,3215,330270, RJ,MARICÁ,MARICÁ,-62.1688572,-12.607055
 RJ-MENDES,3216,330280, RJ,MENDES,MENDES,-62.1688572,-12.607055
 RJ-MESQUITA,3217,330285, RJ,MESQUITA,MESQUITA,-62.1688572,-12.607055
 RJ-MIGUEL PEREIRA,3218,330290, RJ,MIGUEL PEREIRA,MIGUEL PEREIRA,-62.1688572,-12.607055
 RJ-MIRACEMA,3219,330300, RJ,MIRACEMA,MIRACEMA,-62.1688572,-12.607055
 RJ-NATIVIDADE,3220,330310, RJ,NATIVIDADE,NATIVIDADE,-62.1688572,-12.607055
 RJ-NILÓPOLIS,3221,330320, RJ,NILÓPOLIS,NILÓPOLIS,-62.1688572,-12.607055
 RJ-NITERÓI,3222,330330, RJ,NITERÓI,NITERÓI,-62.1688572,-12.607055
 RJ-NOVA FRIBURGO,3223,330340, RJ,NOVA FRIBURGO,NOVA FRIBURGO,-62.1688572,-12.607055
 RJ-NOVA IGUAÇU,3224,330350, RJ,NOVA IGUAÇU,NOVA IGUAÇU,-62.1688572,-12.607055
 RJ-PARACAMBI,3225,330360, RJ,PARACAMBI,PARACAMBI,-62.1688572,-12.607055
 RJ-PARAÍBA DO SUL,3226,330370, RJ,PARAÍBA DO SUL,PARAÍBA DO SUL,-62.1688572,-12.607055
 RJ-PARATY,3227,330380, RJ,PARATY,PARATY,-62.1688572,-12.607055
 RJ-PATY DO ALFERES,3228,330385, RJ,PATY DO ALFERES,PATY DO ALFERES,-62.1688572,-12.607055
 RJ-PETRÓPOLIS,3229,330390, RJ,PETRÓPOLIS,PETRÓPOLIS,-62.1688572,-12.607055
 RJ-PINHEIRAL,3230,330395, RJ,PINHEIRAL,PINHEIRAL,-62.1688572,-12.607055
 RJ-PIRAÍ,3231,330400, RJ,PIRAÍ,PIRAÍ,-62.1688572,-12.607055
 RJ-PORCIÚNCULA,3232,330410, RJ,PORCIÚNCULA,PORCIÚNCULA,-62.1688572,-12.607055
 RJ-PORTO REAL,3233,330411, RJ,PORTO REAL,PORTO REAL,-62.1688572,-12.607055
 RJ-QUATIS,3234,330412, RJ,QUATIS,QUATIS,-62.1688572,-12.607055
 RJ-QUEIMADOS,3235,330414, RJ,QUEIMADOS,QUEIMADOS,-62.1688572,-12.607055
 RJ-QUISSAMÃ,3236,330415, RJ,QUISSAMÃ,QUISSAMÃ,-62.1688572,-12.607055
 RJ-RESENDE,3237,330420, RJ,RESENDE,RESENDE,-62.1688572,-12.607055
 RJ-RIO BONITO,3238,330430, RJ,RIO BONITO,RIO BONITO,-62.1688572,-12.607055
 RJ-RIO CLARO,3239,330440, RJ,RIO CLARO,RIO CLARO,-62.1688572,-12.607055
 RJ-RIO DAS FLORES,3240,330450, RJ,RIO DAS FLORES,RIO DAS FLORES,-62.1688572,-12.607055
 RJ-RIO DAS OSTRAS,3241,330452, RJ,RIO DAS OSTRAS,RIO DAS OSTRAS,-62.1688572,-12.607055
 RJ-RIO DE JANEIRO,3242,330455, RJ,RIO DE JANEIRO,RIO DE JANEIRO,-62.1688572,-12.607055
 RJ-SANTA MARIA MADALENA,3243,330460, RJ,SANTA MARIA MADALENA,SANTA MARIA MADALENA,-62.1688572,-12.607055
 RJ-SANTO ANTÔNIO DE PÁDUA,3244,330470, RJ,SANTO ANTÔNIO DE PÁDUA,SANTO ANTÔNIO DE PÁDUA,-62.1688572,-12.607055
 RJ-SÃO FRANCISCO DE ITABAPOANA,3245,330475, RJ,SÃO FRANCISCO DE ITABAPOANA,SÃO FRANCISCO DE ITABAPOANA,-62.1688572,-12.607055
 RJ-SÃO FIDÉLIS,3246,330480, RJ,SÃO FIDÉLIS,SÃO FIDÉLIS,-62.1688572,-12.607055
 RJ-SÃO GONÇALO,3247,330490, RJ,SÃO GONÇALO,SÃO GONÇALO,-62.1688572,-12.607055
 RJ-SÃO JOÃO DA BARRA,3248,330500, RJ,SÃO JOÃO DA BARRA,SÃO JOÃO DA BARRA,-62.1688572,-12.607055
 RJ-SÃO JOÃO DE MERITI,3249,330510, RJ,SÃO JOÃO DE MERITI,SÃO JOÃO DE MERITI,-62.1688572,-12.607055
 RJ-SÃO JOSÉ DE UBÁ,3250,330513, RJ,SÃO JOSÉ DE UBÁ,SÃO JOSÉ DE UBÁ,-62.1688572,-12.607055
 RJ-SÃO JOSÉ DO VALE DO RIO PRETO,3251,330515, RJ,SÃO JOSÉ DO VALE DO RIO PRETO,SÃO JOSÉ DO VALE DO RIO PRETO,-62.1688572,-12.607055
 RJ-SÃO PEDRO DA ALDEIA,3252,330520, RJ,SÃO PEDRO DA ALDEIA,SÃO PEDRO DA ALDEIA,-62.1688572,-12.607055
 RJ-SÃO SEBASTIÃO DO ALTO,3253,330530, RJ,SÃO SEBASTIÃO DO ALTO,SÃO SEBASTIÃO DO ALTO,-62.1688572,-12.607055
 RJ-SAPUCAIA,3254,330540, RJ,SAPUCAIA,SAPUCAIA,-62.1688572,-12.607055
 RJ-SAQUAREMA,3255,330550, RJ,SAQUAREMA,SAQUAREMA,-62.1688572,-12.607055
 RJ-SEROPÉDICA,3256,330555, RJ,SEROPÉDICA,SEROPÉDICA,-62.1688572,-12.607055
 RJ-SILVA JARDIM,3257,330560, RJ,SILVA JARDIM,SILVA JARDIM,-62.1688572,-12.607055
 RJ-SUMIDOURO,3258,330570, RJ,SUMIDOURO,SUMIDOURO,-62.1688572,-12.607055
 RJ-TANGUÁ,3259,330575, RJ,TANGUÁ,TANGUÁ,-62.1688572,-12.607055
 RJ-TERESÓPOLIS,3260,330580, RJ,TERESÓPOLIS,TERESÓPOLIS,-62.1688572,-12.607055
 RJ-TRAJANO DE MORAES,3261,330590, RJ,TRAJANO DE MORAES,TRAJANO DE MORAES,-62.1688572,-12.607055
 RJ-TRÊS RIOS,3262,330600, RJ,TRÊS RIOS,TRÊS RIOS,-62.1688572,-12.607055
 RJ-VALENÇA,3263,330610, RJ,VALENÇA,VALENÇA,-62.1688572,-12.607055
 RJ-VARRE-SAI,3264,330615, RJ,VARRE-SAI,VARRE-SAI,-62.1688572,-12.607055
 RJ-VASSOURAS,3265,330620, RJ,VASSOURAS,VASSOURAS,-62.1688572,-12.607055
 RJ-VOLTA REDONDA,3266,330630, RJ,VOLTA REDONDA,VOLTA REDONDA,-62.1688572,-12.607055
 SP-ADAMANTINA,3267,350010, SP,ADAMANTINA,ADAMANTINA,-62.1688572,-12.607055
 SP-ADOLFO,3268,350020, SP,ADOLFO,ADOLFO,-62.1688572,-12.607055
 SP-AGUAÍ,3269,350030, SP,AGUAÍ,AGUAÍ,-62.1688572,-12.607055
 SP-ÁGUAS DA PRATA,3270,350040, SP,ÁGUAS DA PRATA,ÁGUAS DA PRATA,-62.1688572,-12.607055
 SP-ÁGUAS DE LINDÓIA,3271,350050, SP,ÁGUAS DE LINDÓIA,ÁGUAS DE LINDÓIA,-62.1688572,-12.607055
 SP-ÁGUAS DE SANTA BÁRBARA,3272,350055, SP,ÁGUAS DE SANTA BÁRBARA,ÁGUAS DE SANTA BÁRBARA,-62.1688572,-12.607055
 SP-ÁGUAS DE SÃO PEDRO,3273,350060, SP,ÁGUAS DE SÃO PEDRO,ÁGUAS DE SÃO PEDRO,-62.1688572,-12.607055
 SP-AGUDOS,3274,350070, SP,AGUDOS,AGUDOS,-62.1688572,-12.607055
 SP-ALAMBARI,3275,350075, SP,ALAMBARI,ALAMBARI,-62.1688572,-12.607055
 SP-ALFREDO MARCONDES,3276,350080, SP,ALFREDO MARCONDES,ALFREDO MARCONDES,-62.1688572,-12.607055
 SP-ALTAIR,3277,350090, SP,ALTAIR,ALTAIR,-62.1688572,-12.607055
 SP-ALTINÓPOLIS,3278,350100, SP,ALTINÓPOLIS,ALTINÓPOLIS,-62.1688572,-12.607055
 SP-ALTO ALEGRE,3279,350110, SP,ALTO ALEGRE,ALTO ALEGRE,-62.1688572,-12.607055
 SP-ALUMÍNIO,3280,350115, SP,ALUMÍNIO,ALUMÍNIO,-62.1688572,-12.607055
 SP-ÁLVARES FLORENCE,3281,350120, SP,ÁLVARES FLORENCE,ÁLVARES FLORENCE,-62.1688572,-12.607055
 SP-ÁLVARES MACHADO,3282,350130, SP,ÁLVARES MACHADO,ÁLVARES MACHADO,-62.1688572,-12.607055
 SP-ÁLVARO DE CARVALHO,3283,350140, SP,ÁLVARO DE CARVALHO,ÁLVARO DE CARVALHO,-62.1688572,-12.607055
 SP-ALVINLÂNDIA,3284,350150, SP,ALVINLÂNDIA,ALVINLÂNDIA,-62.1688572,-12.607055
 SP-AMERICANA,3285,350160, SP,AMERICANA,AMERICANA,-62.1688572,-12.607055
 SP-AMÉRICO BRASILIENSE,3286,350170, SP,AMÉRICO BRASILIENSE,AMÉRICO BRASILIENSE,-62.1688572,-12.607055
 SP-AMÉRICO DE CAMPOS,3287,350180, SP,AMÉRICO DE CAMPOS,AMÉRICO DE CAMPOS,-62.1688572,-12.607055
 SP-AMPARO,3288,350190, SP,AMPARO,AMPARO,-62.1688572,-12.607055
 SP-ANALÂNDIA,3289,350200, SP,ANALÂNDIA,ANALÂNDIA,-62.1688572,-12.607055
 SP-ANDRADINA,3290,350210, SP,ANDRADINA,ANDRADINA,-62.1688572,-12.607055
 SP-ANGATUBA,3291,350220, SP,ANGATUBA,ANGATUBA,-62.1688572,-12.607055
 SP-ANHEMBI,3292,350230, SP,ANHEMBI,ANHEMBI,-62.1688572,-12.607055
 SP-ANHUMAS,3293,350240, SP,ANHUMAS,ANHUMAS,-62.1688572,-12.607055
 SP-APARECIDA,3294,350250, SP,APARECIDA,APARECIDA,-62.1688572,-12.607055
 SP-APARECIDA D'OESTE,3295,350260, SP,APARECIDA D'OESTE,APARECIDA D'OESTE,-62.1688572,-12.607055
 SP-APIAÍ,3296,350270, SP,APIAÍ,APIAÍ,-62.1688572,-12.607055
 SP-ARAÇARIGUAMA,3297,350275, SP,ARAÇARIGUAMA,ARAÇARIGUAMA,-62.1688572,-12.607055
 SP-ARAÇATUBA,3298,350280, SP,ARAÇATUBA,ARAÇATUBA,-62.1688572,-12.607055
 SP-ARAÇOIABA DA SERRA,3299,350290, SP,ARAÇOIABA DA SERRA,ARAÇOIABA DA SERRA,-62.1688572,-12.607055
 SP-ARAMINA,3300,350300, SP,ARAMINA,ARAMINA,-62.1688572,-12.607055
 SP-ARANDU,3301,350310, SP,ARANDU,ARANDU,-62.1688572,-12.607055
 SP-ARAPEÍ,3302,350315, SP,ARAPEÍ,ARAPEÍ,-62.1688572,-12.607055
 SP-ARARAQUARA,3303,350320, SP,ARARAQUARA,ARARAQUARA,-62.1688572,-12.607055
 SP-ARARAS,3304,350330, SP,ARARAS,ARARAS,-62.1688572,-12.607055
 SP-ARCO-ÍRIS,3305,350335, SP,ARCO-ÍRIS,ARCO-ÍRIS,-62.1688572,-12.607055
 SP-AREALVA,3306,350340, SP,AREALVA,AREALVA,-62.1688572,-12.607055
 SP-AREIAS,3307,350350, SP,AREIAS,AREIAS,-62.1688572,-12.607055
 SP-AREIÓPOLIS,3308,350360, SP,AREIÓPOLIS,AREIÓPOLIS,-62.1688572,-12.607055
 SP-ARIRANHA,3309,350370, SP,ARIRANHA,ARIRANHA,-62.1688572,-12.607055
 SP-ARTUR NOGUEIRA,3310,350380, SP,ARTUR NOGUEIRA,ARTUR NOGUEIRA,-62.1688572,-12.607055
 SP-ARUJÁ,3311,350390, SP,ARUJÁ,ARUJÁ,-62.1688572,-12.607055
 SP-ASPÁSIA,3312,350395, SP,ASPÁSIA,ASPÁSIA,-62.1688572,-12.607055
 SP-ASSIS,3313,350400, SP,ASSIS,ASSIS,-62.1688572,-12.607055
 SP-ATIBAIA,3314,350410, SP,ATIBAIA,ATIBAIA,-62.1688572,-12.607055
 SP-AURIFLAMA,3315,350420, SP,AURIFLAMA,AURIFLAMA,-62.1688572,-12.607055
 SP-AVAÍ,3316,350430, SP,AVAÍ,AVAÍ,-62.1688572,-12.607055
 SP-AVANHANDAVA,3317,350440, SP,AVANHANDAVA,AVANHANDAVA,-62.1688572,-12.607055
 SP-AVARÉ,3318,350450, SP,AVARÉ,AVARÉ,-62.1688572,-12.607055
 SP-BADY BASSITT,3319,350460, SP,BADY BASSITT,BADY BASSITT,-62.1688572,-12.607055
 SP-BALBINOS,3320,350470, SP,BALBINOS,BALBINOS,-62.1688572,-12.607055
 SP-BÁLSAMO,3321,350480, SP,BÁLSAMO,BÁLSAMO,-62.1688572,-12.607055
 SP-BANANAL,3322,350490, SP,BANANAL,BANANAL,-62.1688572,-12.607055
 SP-BARÃO DE ANTONINA,3323,350500, SP,BARÃO DE ANTONINA,BARÃO DE ANTONINA,-62.1688572,-12.607055
 SP-BARBOSA,3324,350510, SP,BARBOSA,BARBOSA,-62.1688572,-12.607055
 SP-BARIRI,3325,350520, SP,BARIRI,BARIRI,-62.1688572,-12.607055
 SP-BARRA BONITA,3326,350530, SP,BARRA BONITA,BARRA BONITA,-62.1688572,-12.607055
 SP-BARRA DO CHAPÉU,3327,350535, SP,BARRA DO CHAPÉU,BARRA DO CHAPÉU,-62.1688572,-12.607055
 SP-BARRA DO TURVO,3328,350540, SP,BARRA DO TURVO,BARRA DO TURVO,-62.1688572,-12.607055
 SP-BARRETOS,3329,350550, SP,BARRETOS,BARRETOS,-62.1688572,-12.607055
 SP-BARRINHA,3330,350560, SP,BARRINHA,BARRINHA,-62.1688572,-12.607055
 SP-BARUERI,3331,350570, SP,BARUERI,BARUERI,-62.1688572,-12.607055
 SP-BASTOS,3332,350580, SP,BASTOS,BASTOS,-62.1688572,-12.607055
 SP-BATATAIS,3333,350590, SP,BATATAIS,BATATAIS,-62.1688572,-12.607055
 SP-BAURU,3334,350600, SP,BAURU,BAURU,-62.1688572,-12.607055
 SP-BEBEDOURO,3335,350610, SP,BEBEDOURO,BEBEDOURO,-62.1688572,-12.607055
 SP-BENTO DE ABREU,3336,350620, SP,BENTO DE ABREU,BENTO DE ABREU,-62.1688572,-12.607055
 SP-BERNARDINO DE CAMPOS,3337,350630, SP,BERNARDINO DE CAMPOS,BERNARDINO DE CAMPOS,-62.1688572,-12.607055
 SP-BERTIOGA,3338,350635, SP,BERTIOGA,BERTIOGA,-62.1688572,-12.607055
 SP-BILAC,3339,350640, SP,BILAC,BILAC,-62.1688572,-12.607055
 SP-BIRIGUI,3340,350650, SP,BIRIGUI,BIRIGUI,-62.1688572,-12.607055
 SP-BIRITIBA-MIRIM,3341,350660, SP,BIRITIBA-MIRIM,BIRITIBA-MIRIM,-62.1688572,-12.607055
 SP-BOA ESPERANÇA DO SUL,3342,350670, SP,BOA ESPERANÇA DO SUL,BOA ESPERANÇA DO SUL,-62.1688572,-12.607055
 SP-BOCAINA,3343,350680, SP,BOCAINA,BOCAINA,-62.1688572,-12.607055
 SP-BOFETE,3344,350690, SP,BOFETE,BOFETE,-62.1688572,-12.607055
 SP-BOITUVA,3345,350700, SP,BOITUVA,BOITUVA,-62.1688572,-12.607055
 SP-BOM JESUS DOS PERDÕES,3346,350710, SP,BOM JESUS DOS PERDÕES,BOM JESUS DOS PERDÕES,-62.1688572,-12.607055
 SP-BOM SUCESSO DE ITARARÉ,3347,350715, SP,BOM SUCESSO DE ITARARÉ,BOM SUCESSO DE ITARARÉ,-62.1688572,-12.607055
 SP-BORÁ,3348,350720, SP,BORÁ,BORÁ,-62.1688572,-12.607055
 SP-BORACÉIA,3349,350730, SP,BORACÉIA,BORACÉIA,-62.1688572,-12.607055
 SP-BORBOREMA,3350,350740, SP,BORBOREMA,BORBOREMA,-62.1688572,-12.607055
 SP-BOREBI,3351,350745, SP,BOREBI,BOREBI,-62.1688572,-12.607055
 SP-BOTUCATU,3352,350750, SP,BOTUCATU,BOTUCATU,-62.1688572,-12.607055
 SP-BRAGANÇA PAULISTA,3353,350760, SP,BRAGANÇA PAULISTA,BRAGANÇA PAULISTA,-62.1688572,-12.607055
 SP-BRAÚNA,3354,350770, SP,BRAÚNA,BRAÚNA,-62.1688572,-12.607055
 SP-BREJO ALEGRE,3355,350775, SP,BREJO ALEGRE,BREJO ALEGRE,-62.1688572,-12.607055
 SP-BRODOWSKI,3356,350780, SP,BRODOWSKI,BRODOWSKI,-62.1688572,-12.607055
 SP-BROTAS,3357,350790, SP,BROTAS,BROTAS,-62.1688572,-12.607055
 SP-BURI,3358,350800, SP,BURI,BURI,-62.1688572,-12.607055
 SP-BURITAMA,3359,350810, SP,BURITAMA,BURITAMA,-62.1688572,-12.607055
 SP-BURITIZAL,3360,350820, SP,BURITIZAL,BURITIZAL,-62.1688572,-12.607055
 SP-CABRÁLIA PAULISTA,3361,350830, SP,CABRÁLIA PAULISTA,CABRÁLIA PAULISTA,-62.1688572,-12.607055
 SP-CABREÚVA,3362,350840, SP,CABREÚVA,CABREÚVA,-62.1688572,-12.607055
 SP-CAÇAPAVA,3363,350850, SP,CAÇAPAVA,CAÇAPAVA,-62.1688572,-12.607055
 SP-CACHOEIRA PAULISTA,3364,350860, SP,CACHOEIRA PAULISTA,CACHOEIRA PAULISTA,-62.1688572,-12.607055
 SP-CACONDE,3365,350870, SP,CACONDE,CACONDE,-62.1688572,-12.607055
 SP-CAFELÂNDIA,3366,350880, SP,CAFELÂNDIA,CAFELÂNDIA,-62.1688572,-12.607055
 SP-CAIABU,3367,350890, SP,CAIABU,CAIABU,-62.1688572,-12.607055
 SP-CAIEIRAS,3368,350900, SP,CAIEIRAS,CAIEIRAS,-62.1688572,-12.607055
 SP-CAIUÁ,3369,350910, SP,CAIUÁ,CAIUÁ,-62.1688572,-12.607055
 SP-CAJAMAR,3370,350920, SP,CAJAMAR,CAJAMAR,-62.1688572,-12.607055
 SP-CAJATI,3371,350925, SP,CAJATI,CAJATI,-62.1688572,-12.607055
 SP-CAJOBI,3372,350930, SP,CAJOBI,CAJOBI,-62.1688572,-12.607055
 SP-CAJURU,3373,350940, SP,CAJURU,CAJURU,-62.1688572,-12.607055
 SP-CAMPINA DO MONTE ALEGRE,3374,350945, SP,CAMPINA DO MONTE ALEGRE,CAMPINA DO MONTE ALEGRE,-62.1688572,-12.607055
 SP-CAMPINAS,3375,350950, SP,CAMPINAS,CAMPINAS,-62.1688572,-12.607055
 SP-CAMPO LIMPO PAULISTA,3376,350960, SP,CAMPO LIMPO PAULISTA,CAMPO LIMPO PAULISTA,-62.1688572,-12.607055
 SP-CAMPOS DO JORDÃO,3377,350970, SP,CAMPOS DO JORDÃO,CAMPOS DO JORDÃO,-62.1688572,-12.607055
 SP-CAMPOS NOVOS PAULISTA,3378,350980, SP,CAMPOS NOVOS PAULISTA,CAMPOS NOVOS PAULISTA,-62.1688572,-12.607055
 SP-CANANÉIA,3379,350990, SP,CANANÉIA,CANANÉIA,-62.1688572,-12.607055
 SP-CANAS,3380,350995, SP,CANAS,CANAS,-62.1688572,-12.607055
 SP-CÂNDIDO MOTA,3381,351000, SP,CÂNDIDO MOTA,CÂNDIDO MOTA,-62.1688572,-12.607055
 SP-CÂNDIDO RODRIGUES,3382,351010, SP,CÂNDIDO RODRIGUES,CÂNDIDO RODRIGUES,-62.1688572,-12.607055
 SP-CANITAR,3383,351015, SP,CANITAR,CANITAR,-62.1688572,-12.607055
 SP-CAPÃO BONITO,3384,351020, SP,CAPÃO BONITO,CAPÃO BONITO,-62.1688572,-12.607055
 SP-CAPELA DO ALTO,3385,351030, SP,CAPELA DO ALTO,CAPELA DO ALTO,-62.1688572,-12.607055
 SP-CAPIVARI,3386,351040, SP,CAPIVARI,CAPIVARI,-62.1688572,-12.607055
 SP-CARAGUATATUBA,3387,351050, SP,CARAGUATATUBA,CARAGUATATUBA,-62.1688572,-12.607055
 SP-CARAPICUÍBA,3388,351060, SP,CARAPICUÍBA,CARAPICUÍBA,-62.1688572,-12.607055
 SP-CARDOSO,3389,351070, SP,CARDOSO,CARDOSO,-62.1688572,-12.607055
 SP-CASA BRANCA,3390,351080, SP,CASA BRANCA,CASA BRANCA,-62.1688572,-12.607055
 SP-CÁSSIA DOS COQUEIROS,3391,351090, SP,CÁSSIA DOS COQUEIROS,CÁSSIA DOS COQUEIROS,-62.1688572,-12.607055
 SP-CASTILHO,3392,351100, SP,CASTILHO,CASTILHO,-62.1688572,-12.607055
 SP-CATANDUVA,3393,351110, SP,CATANDUVA,CATANDUVA,-62.1688572,-12.607055
 SP-CATIGUÁ,3394,351120, SP,CATIGUÁ,CATIGUÁ,-62.1688572,-12.607055
 SP-CEDRAL,3395,351130, SP,CEDRAL,CEDRAL,-62.1688572,-12.607055
 SP-CERQUEIRA CÉSAR,3396,351140, SP,CERQUEIRA CÉSAR,CERQUEIRA CÉSAR,-62.1688572,-12.607055
 SP-CERQUILHO,3397,351150, SP,CERQUILHO,CERQUILHO,-62.1688572,-12.607055
 SP-CESÁRIO LANGE,3398,351160, SP,CESÁRIO LANGE,CESÁRIO LANGE,-62.1688572,-12.607055
 SP-CHARQUEADA,3399,351170, SP,CHARQUEADA,CHARQUEADA,-62.1688572,-12.607055
 SP-CLEMENTINA,3400,351190, SP,CLEMENTINA,CLEMENTINA,-62.1688572,-12.607055
 SP-COLINA,3401,351200, SP,COLINA,COLINA,-62.1688572,-12.607055
 SP-COLÔMBIA,3402,351210, SP,COLÔMBIA,COLÔMBIA,-62.1688572,-12.607055
 SP-CONCHAL,3403,351220, SP,CONCHAL,CONCHAL,-62.1688572,-12.607055
 SP-CONCHAS,3404,351230, SP,CONCHAS,CONCHAS,-62.1688572,-12.607055
 SP-CORDEIRÓPOLIS,3405,351240, SP,CORDEIRÓPOLIS,CORDEIRÓPOLIS,-62.1688572,-12.607055
 SP-COROADOS,3406,351250, SP,COROADOS,COROADOS,-62.1688572,-12.607055
 SP-CORONEL MACEDO,3407,351260, SP,CORONEL MACEDO,CORONEL MACEDO,-62.1688572,-12.607055
 SP-CORUMBATAÍ,3408,351270, SP,CORUMBATAÍ,CORUMBATAÍ,-62.1688572,-12.607055
 SP-COSMÓPOLIS,3409,351280, SP,COSMÓPOLIS,COSMÓPOLIS,-62.1688572,-12.607055
 SP-COSMORAMA,3410,351290, SP,COSMORAMA,COSMORAMA,-62.1688572,-12.607055
 SP-COTIA,3411,351300, SP,COTIA,COTIA,-62.1688572,-12.607055
 SP-CRAVINHOS,3412,351310, SP,CRAVINHOS,CRAVINHOS,-62.1688572,-12.607055
 SP-CRISTAIS PAULISTA,3413,351320, SP,CRISTAIS PAULISTA,CRISTAIS PAULISTA,-62.1688572,-12.607055
 SP-CRUZÁLIA,3414,351330, SP,CRUZÁLIA,CRUZÁLIA,-62.1688572,-12.607055
 SP-CRUZEIRO,3415,351340, SP,CRUZEIRO,CRUZEIRO,-62.1688572,-12.607055
 SP-CUBATÃO,3416,351350, SP,CUBATÃO,CUBATÃO,-62.1688572,-12.607055
 SP-CUNHA,3417,351360, SP,CUNHA,CUNHA,-62.1688572,-12.607055
 SP-DESCALVADO,3418,351370, SP,DESCALVADO,DESCALVADO,-62.1688572,-12.607055
 SP-DIADEMA,3419,351380, SP,DIADEMA,DIADEMA,-62.1688572,-12.607055
 SP-DIRCE REIS,3420,351385, SP,DIRCE REIS,DIRCE REIS,-62.1688572,-12.607055
 SP-DIVINOLÂNDIA,3421,351390, SP,DIVINOLÂNDIA,DIVINOLÂNDIA,-62.1688572,-12.607055
 SP-DOBRADA,3422,351400, SP,DOBRADA,DOBRADA,-62.1688572,-12.607055
 SP-DOIS CÓRREGOS,3423,351410, SP,DOIS CÓRREGOS,DOIS CÓRREGOS,-62.1688572,-12.607055
 SP-DOLCINÓPOLIS,3424,351420, SP,DOLCINÓPOLIS,DOLCINÓPOLIS,-62.1688572,-12.607055
 SP-DOURADO,3425,351430, SP,DOURADO,DOURADO,-62.1688572,-12.607055
 SP-DRACENA,3426,351440, SP,DRACENA,DRACENA,-62.1688572,-12.607055
 SP-DUARTINA,3427,351450, SP,DUARTINA,DUARTINA,-62.1688572,-12.607055
 SP-DUMONT,3428,351460, SP,DUMONT,DUMONT,-62.1688572,-12.607055
 SP-ECHAPORÃ,3429,351470, SP,ECHAPORÃ,ECHAPORÃ,-62.1688572,-12.607055
 SP-ELDORADO,3430,351480, SP,ELDORADO,ELDORADO,-62.1688572,-12.607055
 SP-ELIAS FAUSTO,3431,351490, SP,ELIAS FAUSTO,ELIAS FAUSTO,-62.1688572,-12.607055
 SP-ELISIÁRIO,3432,351492, SP,ELISIÁRIO,ELISIÁRIO,-62.1688572,-12.607055
 SP-EMBAÚBA,3433,351495, SP,EMBAÚBA,EMBAÚBA,-62.1688572,-12.607055
 SP-EMBU,3434,351500, SP,EMBU,EMBU,-62.1688572,-12.607055
 SP-EMBU-GUAÇU,3435,351510, SP,EMBU-GUAÇU,EMBU-GUAÇU,-62.1688572,-12.607055
 SP-EMILIANÓPOLIS,3436,351512, SP,EMILIANÓPOLIS,EMILIANÓPOLIS,-62.1688572,-12.607055
 SP-ENGENHEIRO COELHO,3437,351515, SP,ENGENHEIRO COELHO,ENGENHEIRO COELHO,-62.1688572,-12.607055
 SP-ESPÍRITO SANTO DO PINHAL,3438,351518, SP,ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,-62.1688572,-12.607055
 SP-ESPÍRITO SANTO DO TURVO,3439,351519, SP,ESPÍRITO SANTO DO TURVO,ESPÍRITO SANTO DO TURVO,-62.1688572,-12.607055
 SP-ESTRELA D'OESTE,3440,351520, SP,ESTRELA D'OESTE,ESTRELA D'OESTE,-62.1688572,-12.607055
 SP-ESTRELA DO NORTE,3441,351530, SP,ESTRELA DO NORTE,ESTRELA DO NORTE,-62.1688572,-12.607055
 SP-EUCLIDES DA CUNHA PAULISTA,3442,351535, SP,EUCLIDES DA CUNHA PAULISTA,EUCLIDES DA CUNHA PAULISTA,-62.1688572,-12.607055
 SP-FARTURA,3443,351540, SP,FARTURA,FARTURA,-62.1688572,-12.607055
 SP-FERNANDÓPOLIS,3444,351550, SP,FERNANDÓPOLIS,FERNANDÓPOLIS,-62.1688572,-12.607055
 SP-FERNANDO PRESTES,3445,351560, SP,FERNANDO PRESTES,FERNANDO PRESTES,-62.1688572,-12.607055
 SP-FERNÃO,3446,351565, SP,FERNÃO,FERNÃO,-62.1688572,-12.607055
 SP-FERRAZ DE VASCONCELOS,3447,351570, SP,FERRAZ DE VASCONCELOS,FERRAZ DE VASCONCELOS,-62.1688572,-12.607055
 SP-FLORA RICA,3448,351580, SP,FLORA RICA,FLORA RICA,-62.1688572,-12.607055
 SP-FLOREAL,3449,351590, SP,FLOREAL,FLOREAL,-62.1688572,-12.607055
 SP-FLÓRIDA PAULISTA,3450,351600, SP,FLÓRIDA PAULISTA,FLÓRIDA PAULISTA,-62.1688572,-12.607055
 SP-FLORÍNIA,3451,351610, SP,FLORÍNIA,FLORÍNIA,-62.1688572,-12.607055
